text,dialect_label,region_label,sentiment_label
لا يسقط الشجعان الا بالخيانة ولا تموت الابطال الا بالغدر الاجابة الوحيدة علي الهزيمة هي الانتصار,8,1,1.0
كلامك من ذهب سيادة اللواء . لا احب ان اناديك بسعادة النائب لانه صارت شتيمة,7,0,1.0
ويه بل مدرسة كيوتت,4,0,1.0
فديت الكياتة ❤,7,0,1.0
مجااانين والله,7,0,0.0
المغرب الدولة شفار ونصاب علي المال العام واراضي الفقراء المغرب الدولة القمع وزرواط متهدر متكليم عندك يديوك الحبس,0,1,0.0
يكفي عارا لمن خان القسم والامانة ، وجعل من بلادنا سجون ومنافي ، وفتح المشافي العمومية لانجاب ابناء الزنا الافارقة ، بينما يموت ابناء هذه الارض لقلة الدواء وفقد العلاج .,16,1,0.0
بكل روح رياضية بلا متجي شي فاهمة تقول لي نتي بكمي الخدمة ديال البحوث مع البنات كيجيب غا المرض خصوصا الي كانت شي خرية فيها الفهامات بزاف,9,1,0.0
التونسيه وانا بنصحك بحلويات جرب وضنين القاضي والله والله ما كنتش باش تندم انا نصحتك وانت جرب انا تونسي,16,1,1.0
منوره بلادج الامارات,3,2,1.0
الله يحفضنا ولله يحفض لينا ماليكنا ديما مغرب,9,1,1.0
كلام من ذهب,17,3,0.0
شكون هو المهبول الي يروح للمغرب الصهيوني,9,1,0.0
جبانية ههه بني اميه الانجاس ليس لديهم لا سلحنا ولا قوتنا ولا اغني منا اندوسهم دوس الانجاس,4,0,0.0
ربي معاهم نشاله,0,1,1.0
حفظج الله تعالي وبارك بيجتستاهلين الخير كله,4,0,1.0
يا سلاام فش احلي من هيك انا اقول يهدمو القبة و يبنو حلبة مصارعة حتي ننبسط شوي,5,0,0.0
ماشاء الله نور علي نور ❤️,17,3,1.0
فقط لتذكير المغرب والجزائر تونس ومصر خاوة خاوة,0,1,1.0
عندنا مشكلة كبيره في تعريف مفهوم الاسلام وافضل من عرف مفهوم الاسلام هو الدكتور محمد شحرور وتعريفه انهي مشاكل كثيره نواجهها في تدبر التنزيل الحكيم و في الحياة .,5,0,1.0
ماعليك زود . وكل عام وانت بخير,12,2,1.0
ماشالله بصراحه شو ماكان لون عيونك راح يكون حلو لانه السر مو بلونهم برسمتهم ووسعهم. رسمتهم متل عيون الغزال,11,0,1.0
اين هرب قادة حماس الجبناء ولماذا ليسوا مع اهل غزة الان؟ الخنازير الجبانة,11,0,0.0
نحن مع الدعم السريع او تبقي شخص واحد فقط جيش واحد شعب واحد وطن واحد .لا للخونة,14,3,1.0
يعع شون عدهن نفسيه ياخذن شايب,4,0,0.0
بعودوكم ع الصبر والجلد وحب الحياة حتي اذا صار حرب او كوارث طبيعيه تكونو متعودين ومعكم دورات لتحمل الجوع والضغط النفسي يعني الحكومه بدها مصلحتكم بس الفكره مش واصله شعب واقع من طياره ومنتهي الصلاحية ع قولت شيوخ الدين الفقراء الهم الجنه,5,0,0.0
يكفي قبل ينعدم بداخل الوطن وسجله التاريخ مع الابطال خيووو ماعد نحكي دشوف التعليقات وبعدين علك ياصعلوك,4,0,0.0
والله الافضل تضمو التكاسي لهي التطبيقات كل الدول المتقدمه عندن اوبر ليه لنرجع لورا ونحنا مابدنا نرجع للتكاسي,15,0,1.0
راك ضارب القرقوبي,0,1,0.0
انا مابعرف كيف هالخدامة عايشة معك مجرد انك تصطبحي فيها فيلم رعب,5,0,0.0
شكرا ديما المغرب,9,1,1.0
معناها حياتك كلها قاعد فيه,8,1,1.0
عاد صج الله يطول بعمره مدقع الافطار مربوط بوجوده وطلته ❤️❤️ المشهد بفوز,6,2,1.0
والله انت اكبر منافق علي وجه الكوكب انت فاكر الشعب ده نايم يا ود الزنا يمين حميدتي ده يخشكم حش الزين امنو,14,3,0.0
هولاء هم الشرفاء ورجال غزه فلسطين ❤,11,0,1.0
الموسطاش عاش راجل ومات راجل المجد والخلود لشهدئنا الابرار,0,1,0.0
هذا الشخص ليس لديه مصداقية بغض النظر عن 3 اشخاص هم من العائلة صدام الا ان هذا الفعل هو خسة ودانئ تسليم اشخاص كانوا متواجدين في بيته لماذا سمح بذلك من اول ولماذا لم يقتلهم مثلا سلمهم من اجل المال وسرق ايضا الاموال معهم,4,0,0.0
نعم الاردنيين عندنا قهوة مع هيل لضيوفنا . ولكن مين عادانا ما له مكان بيننا . اردن النشامي كانو وما زالو و سيبقون .,5,0,1.0
واخيرا هيام اشتقنا لك راه الفيديو واعر زوين بزاف,9,1,1.0
ميناز شحال حنين يبوس فيه عراسو,0,1,1.0
عاش الملك والاسرة العلوية الملكي الشريفة المغربية الله يحفظكم ويرعاكم جميعا شعارنا الخالد الله الوطن الملك الله يبارك فعمر سيدي من المغرب نعم,9,1,1.0
ربي تبت علينا العقل ودين هدي ربي سبحانو نحالها بالعقل ودين في زوج خالها عادت تبان كي المهابل ربي جيب الخير,16,1,0.0
ماللي دخلو واحنا نكتبو ونعيطو راهم خطر لكن,16,1,0.0
شو هالفستان اخطاتي الاختيار.,5,0,1.0
اخ كلا طراق يخلع حنكها مهو لو مد ايده بقولولك حقوق الانسان جد انقهرت يا اخي اختارو زوجات تخاف الله اتركوكم من الجمال,5,0,0.0
ههه وفي الاخير بايطلعوا عملاء معا دول ومرتزقة واليمنين هذا يعلم الله وش النهاية,17,3,0.0
انتي جميله وطيبه و بجد يارب يرزقك الحجاب❤️❤️❤️ الحجاب رضا من ربنا عليكي و توفيق ف حياتك,2,3,1.0
ماشاءالله منها للاعلي يااارب فخورين فيك ❣️الله يعوض ويفرح كل بنوته مجتهده,13,2,1.0
صباح دلال والعطر والجمال,8,1,1.0
واحنا مادخلنا بيت مغربي الا ولقينا السحر والشعوزة,5,0,0.0
كدابة سيري تخراي,9,1,0.0
دورك كان تحفه بصراحه,2,3,1.0
خطوة ممتازة وفقكم الله,13,2,1.0
مخنس ومنبطح وعرة الرجال,11,0,0.0
يلعن شرفک يا عميل اللہ ويلعن کل العرصات اللي حوليک,11,0,0.0
لطف شخص بالكرة الارضيه,13,2,1.0
تستاهلي حيث نتي واعرة,9,1,1.0
نيالنا والله فلسطينية غزاوية واقطع,11,0,1.0
الله يبارك ربي يوفقك,8,1,1.0
مين عطاها هالثقة,2,3,0.0
شكرا علي الكلام الطيف استمر يا احسن شهاب بدنيا,3,2,1.0
منو يتفق وياي اقوي برنامج عراقي,4,0,1.0
اي والله خوش عصير يخبل,4,0,1.0
ريح السد يهز مايرد باش يفكولنا بلادنا الهموم,16,1,0.0
ماشاءالله تبارك الله بارك الله بالرجال المبدعين,17,3,1.0
يعني تغيرت وصرت ديفا ترا للحين تنزلين فيديوهات مبزرة,3,2,0.0
يارب ترزقنا زيارة القدس والصلاة بالمسجد الاقصي قريبا قريبا يارب,11,0,1.0
لا كثرو طباخين فسد، المرق ريس وحكومه من عينهم اشعب ضحكو عادقون ريس عبدربه ريس شرعي لن علي عبدالله قال في، ايادي امنه,17,3,0.0
الله يخزيك و يسود وجهك,11,0,0.0
ربي يبارك ويحفظ السيد الرئيس ان شاء الله ديما يبردلنا قلوبنا.,0,1,1.0
ام ثقلتك رخم جدا يا اخيء,5,0,0.0
خلي مسيد حقك في الكهف قسم بالله ندخله داخل المران كم النذل عبيد الايران انتم مجوس شيعه كم من نذل بعد البقر والقبور قسم بالله لا ندخل لكم الاوكر دوركم بندخل لكم لاعكر داركم,17,3,0.0
تحيه لهم لحفظ الامن الوطني السوداني,14,3,1.0
مش لاقين غير هالمعاقه تعملو معها لقاء,5,0,0.0
ماو قلنا الكلام ما منو حتي فايدة النزول للشوارع هو الحل والا انسي اسم تونس,16,1,0.0
هم مليشيات المنطقة نزور لا يتحكم فيهم احد خليهم يقتلو بعض اما فروخ حفيت يقتلو ويخطفو ويقتلون في الابرياء,8,1,0.0
اي رقابة تتحدثون مفيش تربيه بجنيه وطلبه عياره فلت,2,3,0.0
كون في خريتي وما قلتيش هكا,9,1,0.0
وده برده راجل من رجاله الدوله العظماء احنا خسرناه بسبب الراي الكاتب,2,3,1.0
قلبي یحترق من اجللکء غیر مخلص تحدث,4,0,0.0
هاذا البطل ليس طاغيه بل هوه رجل انقذ الامه من طغيان بعض ماكان يريد اغراق العراق بالويلات يكفي بانه الرئيس الوحيد الذي كان بذكر فلسطين والشعب الفلسطيني المناضل الحر وانا اعتبره بسيد الرجال وفخر الامه العربيه رحم الله سيد الرجال,4,0,1.0
بدات العجوز الهرمه بالنشر,17,3,0.0
مختصر مفيد حوريه شارده من الجنه,4,0,1.0
الله يقدرنا نشكر لك ياشيخ محبتك ل لبنان و اللبنانيين علي امل عودة لبنان الي بريقه الذي يستحق .,7,0,1.0
الكويت هذا اقوة شي عدهم ايخرجون مجانين,6,2,0.0
ابو يحيي نوري، هسا طلعت مشكلة المجلس الكوتا؟,5,0,0.0
هذا زربه مو ضابط هذا ظابط دمج,4,0,0.0
عيوز قريح,6,2,0.0
بكفي هراء ارجوكم، المراة الخطيرة والحكي التافه والمصلحطات الغربية، بكفي تلعبوا بعقل البنات وتزرعوا فيهن هاي التفاهة الرخصية، روحوا شوفوا كيف المراة في الغرب عايشة يا خطيرين، وبتعرفوا انه البنت في الاردن عايشة حياة مرفهة وعايشة حياة 5 نجوم، المراة في الغرب اوروبا اذا ما اشتغلت لوجه الفجر وطلعت مصروفها بتموت من الجوع حتي لو كانت طالبةجامعة بعمر العشرين ، ارجوكم استوعبوا,5,0,0.0
صوره مثيره تجنن ححح اجي خاص الان,17,3,0.0
تفووو وزراء اختارهم نظام المناشير ويؤدوا اليمين امام الخباز تفووو,17,3,0.0
العقاب يجب ان يكون صادم وفوري لو انا انجير نفس الكلاب ونخليهم ياكلو الام بعدها الاب,8,1,0.0
ايشذاءبيخلصعليكالزيت. ايه هذا في يديك اححح مشتهيه اجي ادلعيك,17,3,0.0
راح البلد راح البلد بس الاسود لابقلك,8,1,0.0
جميل ورائع همسك وحرفك دام نبض قلبك وسلم البنان وحسن البيان,17,3,1.0
البلد هو عبارة عن مستشفي امراض عصبية. مع لحم بعجين,7,0,0.0
صبي البرط انت صبي . بطبيعة الي يعلف القرط ياكل ويوزع . العودة الطوعية موش ترجيل . عاود اسمع الخبر .,16,1,0.0
وكلهم لاوزن ولا قيمه لان ما في مشاريع اكبر من هيك بالبلد,7,0,0.0
صح لسانك ارفع قباعة الاحترام والتقدير لشخصك الكريم علي نقي واختيار كلماتك الجميلة الراقية وكل سنة والمراة اللبنانية بخير وصحة وسعاد,7,0,1.0
خلص فهمنا انو عندك بيجامات منتي بتنامي فيها المفروض اول ما تصحي تغيريها,11,0,0.0
مممن نتعرف مين الشر مو. طه,16,1,0.0
عيب عليكن والله هي حلوة واجمل وحدة واحن وحدة واوثق وحدة حرام عليكن تركوا بحالا للبنت,15,0,1.0
لازم يكون في ضوابط في اللباس للرجل والمراة انتم المفروض في مكان للعلاج المرضي خلخال وما خلخال وين الرقابة وايش يفيد الخلخال في العمل برجع وبحكي الحق علي المسؤولين في وزارة الصحة يجب ان يكون هناك ضوابط,5,0,1.0
فيصل السافل لاتنبح اهدا ايها الكلب,7,0,0.0
حضرتك محترم وكل شغلك واعمالك عجباني من نجاح لنجاح ودائما متاءلق وناجح واستمر رغم اعداء النجاح,2,3,1.0
شعوب بهيمية,13,2,0.0
ربي يثبتك ويتقبل عليك دز برك حتي يفرج ربي وربي يهديك ويهدينا معاك,0,1,1.0
❤️ والله احنا راضيين انه يكون ابونا رئيسنا وعايشين معاه انت مال امك خليك في نفسك وماتشتغلشي دماغك بينا,2,3,1.0
غالبية الشعب الليبي كانت مع ليبيا الوطن و وقفت الي جانبكم,8,1,1.0
شحال زوينة نتيا❤️❤️❤️,9,1,1.0
هيام حشومة عليك كان خاص الفيديو يكون فيه ساعتين ماشاء التناسق ولكاريزما بيناتكم وطريقة الهضرة ديالو عليك لواحد ما كايشبعش منها ماشاء الله عليكم,9,1,1.0
يعني بعتقد بعد هل كلام انا عايشين بمسرحية والنواب الي برضوا ينسب علي شرفهم بعتقد لايستحق انو يمثل مواطن,5,0,1.0
هذه ليست مدرسه هذه دعاره ودياثه من الذي يقبل ابنته او اخته ترقص بهذه الملابس الفاضحه,16,1,0.0
داك الرطب هو او مراتو مايمشيوش دابا يفقرقوا كيسان اتاي و حلوة فالقصر الكبير؟,9,1,0.0
زي قمر واجمل بنت,2,3,1.0
انت يللي بتحكي بدي اشوف ابنك او ابوكي او امك او اخوكي او كل عيلتك لو ماتو في القصف هل كنتي حتدعمي الحفلات والمسخره تاعتكم اللي مرجعانا مليون سنه لورا روحي ادفني حالك احسنلك من هالعيشه الذل,7,0,0.0
جعليه فوق حراس الوطن في الماضي و الحاضر الضعين و كاودا جوه.,14,3,1.0
ماشاء الله الامة بخير مادام فيها اصوات بهذه القوة و الشجاعة,11,0,1.0
اليمين المتطرف اسبانيا هدي اسبوع كهدر علي الدجاج المرض جاهم استوردو المغرب الحالة عملن هدا تمويل قطري ايراني اسرائيلي كرغولي الحزب الفوكس مكبل غير المغاربة من غيرم الخدم تحريض و تشويه مواقع من قطر من اسرائيل بل انجليزية باش توصل اسبوع بديت كن لاحض بداو بي جرا كموت الدجاح هدا برح,9,1,0.0
يعني هي ح يخلوها لمن تثمر والله عينك م تشوف الا النور الصفق م اتلقي,14,3,0.0
معاق ذا,13,2,0.0
ما عندها احد يلفها هذة الحية,17,3,0.0
تعوسي يتكلم مملكة الارهابب و التكفير و تطرف,3,2,0.0
شكرا علي التدخل المحترم والراقي. راك قلت كلام ماقالوهش و مايقولوهش بان التاريخ يعيد نفسه.,0,1,1.0
والله معك حق 100 ٪ حصرة اللواء. بس منضل عنا امل بلبنان والرئيس,7,0,1.0
بعيد الشر اخالتي خيتي ماتقولي غير هالحديث علاه تخرج يعني واش راح نستفادو منها غير راح تكون قدوة تع فسق للاجيال ودمار شامل للشبيبة مالا اخالتي بنتك ربي يعيشهالك صح مي فالحبس نشالله,0,1,0.0
شعب عاطل ومنظومة متخلفة عاطلة,7,0,0.0
المراراه اتفقعت ي مفضوح,7,0,0.0
لك الف تحية وتقدير .و العشق لا له طبيبي,17,3,1.0
ربي يحفظكم ويسعدكم يارب ديرتي تربيت وكبرة فيه احلي ايام عمري كضيته بالسالمية ديرتي,6,2,1.0
لكن الجزائر واش دخلها غادي انساكم وابنتكم يحملو بالجزاءيريين بهدلتو بالعالم الله ايذلكم والله انساكم احسن منكم قوم لوط نعلتو الله عليكم يلمطبعين,9,1,0.0
لا حول ولا قوة الا باللهشنوة هالخمج شنوة هالنستوي الي وصلنالو يخي النيابة الغمومية متتحركش .مجتمع تحطم فساد وعري وقلة حياء,16,1,0.0
مساء النور صاحبة السمو .اما البقية يبدو انهم تقليد .,8,1,1.0
دام العطاء وحفظكم الله,11,0,1.0
لا لا لا هنا ساسكت قليلامشاءالله انت فعلا خطيرة يا طفلة. كل ما نسمعك نزيد ننقم علي الاعلام التونسي المنحط يغفل علي اصوات كيما هكا والله والله حشومة و عااار ينسو فنانة كيما هكا ما يعطوهاش حقها باش يعرفوها في بلادها,16,1,0.0
برك من الكذب تفو عليك اليهودي,0,1,0.0
ابتسامة الدكتور تسوي الدنيا,5,0,1.0
دا السفه الحاب الحرب والخراب للبلد والناس لسه مادايره تتوب,14,3,0.0
جزاكم الله خيرا,11,0,1.0
الله عليك يا واوية . عووو,7,0,0.0
حفظكم الله ورعاكم بعين رعايته الكريمة امين,17,3,1.0
الذي ينهي الانقسام وبشكل سريع المصالح الخارجية! الان المصالح الخارجية هي للفوضي بليبيا سياتي الوقت المصالح الخارجية تساند النظام في ليبيا,8,1,1.0
الله لو تدرين انك ثقيلة دم وما تنبلعين,6,2,0.0
بغداد غالبية مناطقها تخبل حاليا,4,0,1.0
عليهم لعنة الله لو الكلام هذا يدرسوه او يناقشوه من اين اجا لنا هذا اللعنه الجرثومه حق الماليه تقول يصرف لنا من خزينه امه ابن الكلب,17,3,0.0
هاد هوي لصح ما منرد الاساءة بالاساءة خليها بالقانون احسن خلي كل واحد يعرف حدو,15,0,1.0
وانشالله بتموت بشي لغم,15,0,0.0
لك يرحم البطن يلي حملك,15,0,1.0
موفقه يالغلا متميزه,3,2,1.0
تحفه تحفه تحفه. ها يكسر الدنيا علي فكره,2,3,1.0
عندي طاوله بي سي شريتها ب الف وعليها من متجركم قبل 3 سنوات تقريبا للامانه جودة وقوة فيها ماشاء الله وعقبال مايصير متجرك عالمي بهالاشياء الي فعلا ابدعت فيها . باذن الله البي سي الجاي من متجرك وغير القطع الاستهلاكيه من ماوس وكيبورد . الخ لانك تستاهل,1,2,1.0
مالو ماجاب لهجتنا الغرابة,14,3,1.0
ولك انت خر اسكت لعنك الله يابن الرقاصه,7,0,0.0
تخدموا ببناتكم تخدموا ب ليكونت نتاع بناتكم ماكم طالقين والو شايفين دنيا دراهم وخلاص,0,1,0.0
رسالتي ليك الثانيه دي طبعا بتحرق اطيازكم ههه يا زول الكذب دي شنو انتو ما بتخافوا الله,14,3,0.0
هوا كلب اشوف بزازلك وريتي هملوا وانا انحبك اتوري خرڨق عام لمشعر ولكحل لجمهور خليه يتمتع بهذا الجمال,0,1,0.0
ان شاء الله بعد دا كلو ينيكوك,14,3,0.0
خلي عليهم راهم قع يخلصو كل واحد كفاه راه يخلص,0,1,1.0
وااابنتي بقيت كندافع عليك فالتعاليق بحال شي ام كدافع علي بنتها حتا سمعت السبان لي عمري سمعت فحياتي ومع ذلك مبقاش فيا الحال حينت كنفتاخر بيك كام مغربية الله يسهل عليك ابنتي ❤️❤️❤️,9,1,1.0
حضني يسعك ويساع اربع من امثالك,17,3,0.0
كيف ضابطة معك هيك،جحشنة بالوراثة,7,0,0.0
روحها بالدنيا بوجود بنت مثلك الي خلفت ما ماتت بحبها من خلالك ربي يحفظ عيلتك واضلك جامعتيهم بحبك وحنانك ❤️,11,0,1.0
اولادنا اتعلموا الجنيه وبيقدموها للحيوان الاخرس يا ريت تفهم يخرس,2,3,0.0
واو ❤️‍ عقبالي بالحلال ياربي,8,1,1.0
وينها رجالكم يا اولاد البحر الازرق والا فالحين في البراكجات اولاد الصغار والنساء,16,1,0.0
و كانتها عليسة ملكة قرطاج يوم حضرت ❤️,16,1,1.0
يا خيبة المسعي اقسم بالله كارثة باتم معني الكلمة خطر كبير جدا,16,1,0.0
ها المعقول برافو,9,1,1.0
لعنت عليش يااقذر كائنة علي وجه الارض ‏يابنت الثور,17,3,0.0
صباحك اسعد الرياح مليحة جيب الهواء نقي لاكن باعتدال انشالله❤,0,1,1.0
راحت فلوس الانفاق بفسوة فوزه,15,0,0.0
اوا اجي تشوف الغرب وتشوف الجنة فوق الارض,9,1,1.0
هي مالها لسانها ملتوق,11,0,0.0
عزنا وفخرنا الوالد القائد ❤️,3,2,1.0
الملكة نور كانت قمة الاناقة,5,0,1.0
حسبة روحها شابة وهيا معودة عند طولي كلش طيوان,0,1,0.0
هسي ده وش مرة، ملعون ابو اهلك,14,3,0.0
وربي احسن قرارات يا ريت تشمل كل الدول,13,2,1.0
و بكل وقاحة قاعدة امريكية في قطر. ههه,12,2,0.0
اردغان خاين عميل مطبع كذاب,5,0,0.0
عاشت فلسطين بعاصمتها القدس الشريف وعاش شعبنا العظيم بقيادة الرئيس محمود عباس ابو مازن ونائبه الاخ القائد حسين الشيخ ابو جهاد,11,0,1.0
مبدع ومن ابداع الي ابداع وبيض الله ويهج ونتظرج في اجمل قناي سماء دبي واللہ يوفقج,3,2,1.0
دام عزمكم وربي يحفظكم,6,2,1.0
كفو ونعم دوم صاحب مواقف طيبه وكلمة حق وجرئيه الله يطول بعمرك سعادة ابو عدي,5,0,1.0
سيدي الكريم رءيس الجمهورية التونسية حفظكم الله ذخرا لتونس وشعبها الرجاء وكل الرجاء من سعادتكم لا رجوع الا الوراء الشعب تعب من اللصوص والعصابات والاموال ال مهدورة,16,1,1.0
اي والله شكد صحيح,4,0,1.0
مغربية حرة ❤️❤️❤️❤️,9,1,1.0
هالله هالله صح لسانك ودام ابداعك شاعرتنا المتالقة,17,3,1.0
هي دي المراة المصرية زي اي راجل في تحمل المسئولية هي الام والاب معا,2,3,1.0
عشت كلب سرة جاهل,14,3,0.0
بتلبقلك ان شاءالله حضرتك وفخامة الرئيس تنظفوا ذاكرة اللبنانيين من الحقبة السوداء التي سبقت في قصر بعبدا وتوابعها,7,0,1.0
الصععلق و العووولق,14,3,0.0
صدقوا جميعا وكذبت انت يا كلب الامارات عبد الدرهم والريال بايع زمتك ودنيتك ودم المواطنين بحفنة دراهم والله ستندم دنيا واخرة انت وكل عميل للامارات قاتلكم الله اللهم عليك بالقحاطة والجنجويد والامارات ومن عارنهم بسفك دماء اي مواطن,14,3,0.0
هبله حتي لو صورت تجيب له صندل بلقفه يلعن شكله,17,3,0.0
دي ناشطة دي يعني منشطة اعتقد انها مش منشطة دي هابطة . هو في حاجة اسمها الاردن يا ( ناشزة),2,3,0.0
كلام فاضي، كثير من علماء الامة امهاتهم اللي ربوهم، وعلموهم لين صعدو اعلي مراتب العلم، امي افتخر فيها لما تتعب في تربيتي، وتنتج انسان سوي الكل يقول عنه متربي صح، ياما دكاترة شفناهم عيالهم تربية شوارع، وبمكن لو متربي في الشارع احسن.,5,0,1.0
ترفع القبعة لرجل شرطة المرور علي موقفه المشرف بالجدية المطلقة بتطبيق القانون ويستحق الاحترام والتقدير وباقات الورد,15,0,1.0
وزير الخارجية السيسي راس مالي قنوات فضائية صحفه فسبوك البرمج التوك الجيش,2,3,0.0
حاشه وكلا من وين لوين قتلك يشبه القائد الله يرحمه خانها التعبير مسكينة,8,1,1.0
جز مة السيسي اشرف منك ومن الو سخ ابوك يا محمه,2,3,0.0
واش هدي مزال مداوها تتريبا,9,1,0.0
هادا زلمي برفع الراس,11,0,1.0
مرات بخاف ع ليلي انها عم تنبني عندها قيم حلوة كتير بمجتمع غابة ، يا رب عنجد يضل قلبها حلو وتصادف ناس بحياتها يعززوا فيها هالقيم وما بيوم تحس حالها غريبة,5,0,1.0
الشعب البناني يقول لك، سد بوزك يا عميل الفرس يا ابن الكلب,7,0,0.0
صهاينة جبرو شعب مكلخ ريح ليجا يديه طنجة دائما غادي تبقا داعمة للقضية الفلسطينية الله يحفض اخواننا في مدينة القصر الكبير هاد محنة دايزة ان شاء الله,9,1,1.0
طبعا دي واحده خريجة مدينة الانتاج العالمي تخصص ردح وقلة ادب,2,3,0.0
يع كلمتين علي بعض ماعرفت تحكيهم مليح,15,0,0.0
اذا هي وراها 30 عايله عمرو دياب انغام ماجد المهندس احلام نوال الكويتيه و غيرهم وراهم بعد عوائل بس وقفوا حفلات احترام لناس اللي تموت بكل دقيقه فبلاش كلام اهبل و تبريرات جاهله و غبيه,7,0,0.0
محبوب ديالنا,9,1,1.0
يا ربي لك الحمد والعاقبة نشوف دارنا الكل علي خير وسلامة اختي بحذايا اول مرة في حياتي تجي لداري شعور غريب ومزيان ومريح ربي يديم جياتك وسفراتك في الخير يا دودي,16,1,1.0
انشاء الله ترجع اللمة والفرحة محفورة في وجوه الناس وتبقي الحرب ذكري ومن التاريخ السوداني,14,3,1.0
البعبع الذي يراود العياشة والمخزن حتي في اليقظة بمعني قبل استقلال جمهورية الصحراء الغربية قريبا بحول الله وقوته سوف يجتاح مرض السكر والضغط كل المغاربة ما عدا ميمي وحاشيته لانهم عايشين في مناخ خاص بيهم,9,1,0.0
اجمال منها,8,1,1.0
سد حلقك حنا اخوان وما بيننا شي,3,2,0.0
الدخل القومي الاردني لا يعادل دخل محافظة او ولاية في البلاد العربية التي جميعها فيها بترول ولكن الفرق بالانجاز والتقدم واضح,5,0,1.0
المتعوس علي خايب الرجا,6,2,0.0
كفو كفو بنات كلكم ابيكم كذا وكل بنت بتوصل بشي الي تبيه باذن الله ❤,13,2,1.0
بليز ابقه دكتور يشوف تحليلي قبل ما اجيكم بدي اجيكم,8,1,1.0
يا عمار انت تجبد وانا نعمر الله الله علي هاذ الدعوة والله دمعة طيحلك دعوة الوالدين وبلخصوص الام مفتاح الدنيا و الاخرة ❤️ربي يحفض جميع الامهات يارب,0,1,1.0
الي جهنم كيف تترحم علي واحد مجرم,8,1,0.0
مسخره متي بدنا نخلص من هيك سرسريه,5,0,0.0
انا بحرينه ولهجته حلوههه حبيت خل جحله احس ماحد يعرف معناتها,1,2,1.0
تاتي امه السودان ممزوجة باحلام الامة لترتوي من ملتقي النيلين و تشهد ميلاد نيلها العظيم الخالد و يعم التسامح و السلام ، وعلي الطغاة ان يغسلوا منه .,14,3,1.0
ولا احساس ولا شعور زينا وجاي اضرب الهم بالطقه,14,3,1.0
ربي يحفظ جميع العراقيين,4,0,1.0
ما ازنخك خاين ابن كندرة خنزير,5,0,0.0
من اسخف واتفه تبرير لسخافة وخواء هذه المخلوقة اليسا.,7,0,0.0
ابن الكلب فيش ابن مراة من الي واقفين يبزق بوجهه,11,0,0.0
والله والله حاشه الحيوان منهم.,8,1,0.0
ابدعتي صح لسانك,17,3,1.0
اهم شي تالفي وانتي صامله,13,2,0.0
ذكرتيني بالمستشرفه ريهام سعيد جالسه توزع صكوك الغفران علي كيفها وتهاجم وهي ما تشوف نفسها برنامجها مستمر المفروض توقفه تضامنا مع غزه عالم غريبه ومريضه بالحسد اعوذ بالله,7,0,0.0
من اتباعك وحنا نفتخر من يوم بايعناك,13,2,1.0
كل ماتكبري عقلك بيخف وبيزيد هبلك يارب يهديكي,2,3,0.0
الحمد الله والله ينصركم ويثبت اقدامكم ويخزي ويذل عدوكم اللهم انصر السودان علي حميتي ومن عاونة,14,3,1.0
قدها بقبرص لا ترجع احنا موافقين ولا نشتي سعرها ريال القبارصه بيرجعوا لها عقلها,17,3,1.0
واحد يمسك ذي العبده هربت من القفص,5,0,0.0
كفووو عليها,11,0,1.0
قحبه شمطا,17,3,0.0
الشعب الجزائري كامل راه معاك عمي تبون بالتوفيق ان شاء الله,0,1,1.0
حبيبتي الله يونسج بالعافيه وحمدالله علي سلامتج,6,2,1.0
ولد يجري واضح عليك معرعر وولد,8,1,0.0
اخر بلاد نفكر نمشي ليها هي الزازاير راك غير تحلم احبيبي فيق من النعاس راك باقي روطار,0,1,0.0
همج و عيال شوارع . الواحد يحقركم والله,3,2,0.0
هذا مجلس النواب الاردني المراة اللي في الفيديو عندها شهامة ووطنية اكثر من كل المجلس,5,0,1.0
الله ♡الوطن♡ الملك المملكة الاردنية الهاشمية,5,0,1.0
ياريت يكون الشغل ده في كل محافظه علا جمهورية مصر العربية ربنا يصلح حال بلدنا الغاليه مصر الحبيبه,2,3,1.0
كانت حلوة واليوم بسبب الي صارلاءهلها اصبحت كلها هموم واحزان ربي يجبرالخاطرويعوض خير,8,1,1.0
المشرفانا، وفخر القيادات,9,1,1.0
الله يبارك وردة و هازة وردة ربي يحفظك ⚘️⚘️⚘️ عيشك ❤️,16,1,1.0
القد بمعني الثقب غشي بمعني مر مرورا عاجلا مرق بمعني خرج ال بمعني الذي,14,3,1.0
شعب فخم بستاهل اكثر من هيك وقت الانتخابات بتصير اغناي عن كراسي البلد والفخامة وبطلع مجلس النواب في هيك شكل لا يلق بمجلس طلاب مدرسه,5,0,1.0
هذا شعب يزلزل الارض تحت اقدامه ان شاء الله راجعين لحضن الوطن والله خير راقد تعالو ساي السودان لسة بخير,14,3,1.0
ايوا فينكم مع بلادكم ديرو محتوي ديال الكان ولا غير فالدول كتبغيوا تبانوا لعجب,9,1,0.0
احلا بلد بل االعالم الله يكملا معنا ونحب بعض بشان تعمر هل البلد اذا ما حبينا بعض وتنازلنا لبعض بحياتنا ما رح نصير واخر كلمة والكل بيعرفا بهل الازمة وعاشها يلي بيخرج من بلدو بتقل قيمتو ومقدارو وكرامتو,15,0,1.0
