Comment,dialect,platform,Category,label
يـا زينها من كشته تلفزيونية و ما زانـها الا وجودكم الراقـي يا مبدعين 👏🏼💐,Kuwait,IG,Socialite,P
جات اشرتله بالقهوه خاليتقهوى عندك 😂,Kuwait,IG,Socialite,P
ماشاء الله نخبة من الشباب من الخبرة والكل استفاد منهم للكشتات ومواد العزبة والكل متابعهم وحتي اهل الخليج والله فخر الكويت 🇰🇼 بوجود همة ورحال الوطن والله يقويهم والله نفتخر فيهم,Kuwait,IG,Socialite,P
جوف جذي جان يا حلوووه من اهل الكويت حبايبنا وعيال العم و الخال,Kuwait,IG,Socialite,P
تبارك الرحمن والله يحفظك ويهنيك ويسعدك وتستاهل المتابعة لروحك الطيبة يامبدع 🌹💐💚🇰🇼,Kuwait,IG,Socialite,P
مثلك وشرواك مجمل الكويت الخليج بأخلاقك وثقافتك 👏,Kuwait,IG,Socialite,P
والله ونعم فيك وخير من يختارون يالغالي 🫶🏻,Kuwait,IG,Socialite,P
ابي صياح اكثر طنبوااااا بالصياح,Kuwait,X,Socialite,N
الكويت استحق الفوز في المباراه وانت ماعندك الا الاخرطي,Kuwait,YT,Socialite,N
"الكويت هذا اقوة شي عدهم ايخرجون مجانين",Kuwait,FB,Socialite,N
مايحتاج المرض النفسي فيك مالرجال دخل الله يعينهم على نوعيتك,Kuwait,IG,Socialite,N
ماله طعم والله خربتو كلشي بخصوص طلعت البر والكشته وحته اسم الكشته مالها طهم ابجذي وشكرآ,Kuwait,IG,Socialite,N
⁨يعني انت تطفح ليل ونهار وحاسد ارواح انها تاكل وع باالله الكل يصكه بلوك,Kuwait,IG,Socialite,N
امحق وجه 🙂,Kuwait,IG,Socialite,N
كسر انشالله يكسر هالريول. انشالله تتحرولين 😡😡 انتي و طايح الحظ اللي قاعد يصور,Kuwait,IG,Socialite,N
دوري بايخ مثل وجهك منافسة فيه معدومة,Kuwait,IG,Socialite,N
احمدو يالديووووثث روح عالمي,Kuwait,IG,Socialite,N
عساكم الموت بهل اللحضه وهل دقيقة ان شاء الله,Kuwait,IG,Socialite,N
الدودة ما ترتاح عندهم لابوهم لابو الي جمعهم,Kuwait,IG,Socialite,N
تراك صدعتنا فكيو ان كيس,Kuwait,IG,Socialite,N
قبل لا تألف بالكلام شغل مخك لو مره وتعرف السبب لكن واضح انك قليل تربيه وماتعرف العيب دام كتبت مشعل كانه واحد من ربعك بدون اللقب ماله,Kuwait,IG,Socialite,N
مناقشه هالاشكال بس راح تصدع رأسك عالفاضي يكتبون أي شي عشان يثيرون الجدل هال🪰,Kuwait,IG,Socialite,N
ترى بزقرك واذا طولتها بنقرك 😂,Kuwait,IG,Socialite,N
والله هالناس عقابهم ان يوكلونهم هالحبوب ويتعذبون لما يموتون مثل ما قاعد يسون بالناس,Kuwait,IG,Socialite,N
متى تموت نفتك منك,Kuwait,IG,Socialite,N
المفروض هالمسلسل يوقفونه من الخرابيط اللي فيه,Kuwait,IG,Socialite,N
المتعوس على خايب الرجا,Kuwait,IG,Socialite,N
ملهي الرعيان,Kuwait,IG,Socialite,N
يعل إجرچ القص 🤣,Kuwait,IG,Socialite,N
زين يوم الغوه ، عيل كيف اتعيش مع شخص دمر حياتها و عيشها الألم و متخلف بعد .,Bahrain,X,Political,P
حفظ الله البحرين وشعبها وحكامها آل خليفة احنا مبايعينهم وما نرضى بغيرهم,Bahrain,YT,Political,P
على صغرك يا بلدي لكن تضلين احلى بلد عندي,Bahrain,YT,Political,P
بحرينا بالشتاء غيييررر🇧🇭❣️,Bahrain,TikTok,Political,P
منن لنددن اليي تتقاارن بالبحريييين😍😍😍😍,Bahrain,TikTok,Political,P
البحرين جميلة بشمالها وجنوبها وبشرقها وغربها ❤ الحمدلله على نعمة البحرين 🇧🇭,Bahrain,TikTok,Political,P
هلا بللي تسوى لندن وضواحيها 😍🇧🇭,Bahrain,TikTok,Political,P
أحب صيفچ و أحب شتاچ و أحب طبع النخل في سماچ,Bahrain,TikTok,Political,P
فديت ديرتي البحرين 🇧🇭,Bahrain,TikTok,Political,P
لبى البحرين والرفاع والمنامه,Bahrain,TikTok,Political,P
لبى بلادنا 🇧🇭🇧🇭🇧🇭🇧🇭,Bahrain,TikTok,Political,P
وايد بالغت. البحرين بلد قانون وامن وامان,Bahrain,TikTok,Political,P
معطين هالعلج اكبر من حجمه,Bahrain,X,Political,N
زين ليش ما اتصلت حق الشرطه بياخذون حقك بس تطلع فالح تتكلم لو كلامك صح كلمت الشرطه ونعم بالديره ربي يحفظها المملكه واهل المملكه,Bahrain,TikTok,Political,N
مابيخلنا نرقد ذي ناويها شر,Bahrain,IG,Political,N
الجذب حتى في رمضان التقارير غير يا عبدت المال واليهود يومكم قريب,Bahrain,IG,Political,N
ما نفق هالشايب العايب,Bahrain,IG,Political,N
ما جاءنا هلبلاء الا من شره ملعون الوالدين,Bahrain,IG,Political,N
الله يلعنك يا الكلب، وش يبي يسوي فينا اكثر من الي سواه,Bahrain,IG,Political,N
طاح حظه المعوق مانبي دعم منه نبي بشيل قاعدته الوصخه من ديرتنا,Bahrain,IG,Political,N
اذلف انت وجنودك هذي أكبر دعم تسوويه,Bahrain,IG,Political,N
بفلوسنا الي بقتوها تله عليك يالصهيوني,Bahrain,IG,Political,N
قصده الحلاب كل مره الاستغلال من اجل مصالحه واللي بيوثق فيه رايح من صيد امس,Bahrain,IG,Political,N
انا بحرينه ولهجته حلوههههه حبيت خل جحله احس ماحد يعرف معناتها,Bahrain,YT,Socialite,P
انا بحرينية وفتخر,Bahrain,YT,Socialite,P
خوش والله,Bahrain,YT,Socialite,P
ياخوك اللهجة اوفر محرقي  بس مشكور على كل الي قلته اختك من البحرين 🇧🇭,Bahrain,YT,Socialite,P
انا بحرينيه واستفيد منك وايد ان ااختكم من البحرين,Bahrain,YT,Socialite,P
"أجمل وارقى دولة خليجية البحرين",Bahrain,FB,Socialite,P
نبغى نظاره سبوكي وفرها مره ثانيه,Bahrain,YT,Socialite,P
"الله يبارك لك ويوسع في رزقك شخص امين ويخاف ربه ولا يضيّع حق احد من زباينه بالتوفيق🙏",Bahrain,YT,Socialite,P
"عندي طاوله بي سي شريتها ب الف وعليها من متجركم قبل 3 سنوات تقريبا 
للامانه جودة وقوة فيها ماشاء الله 
وعقبال مايصير متجرك عالمي بهالاشياء الي فعلا ابدعت فيها .. 
باذن الله البي سي الجاي من متجرك وغير القطع الاستهلاكيه من ماوس وكيبورد .. الخ لانك تستاهل",Bahrain,YT,Socialite,P
"اتابعك من ٢٠١٢ وفخوره بالمرحلة اللي وصلت لها جعلها تتربى بعزكم ويخليها لكم ومبروك ماجاك",Bahrain,YT,Socialite,P
"الله يجعله ولد صالح وبار لك 
اكيد خطوه كبيره ونقله كبيره بحياتك 
يعني صار عندك ولد تخاف عليه وتكون مسوؤل عنه وتهتم فيه 
اهم شي من صغره ازرع فيه حاجتين الصلاة بوقتها وبالمسجد يكون وحفظه القران عشان يكون شفيع لك وابن صالح يا رب",Bahrain,YT,Socialite,P
"ياخي علاء انا مبسوط انك رجعت لليتيوب استمر يا وحش والله اني اتابعك و انا عمري 8 سنين و الحين عمري 20 سنه و انشاءلله ترجع مشهداتك و قوتك💪🏼❤️ 
علاء نبي جي فيول وبرايم فالبحرين تكفى ضبطنا",Bahrain,YT,Socialite,P
"والله انك رجعت رجعة قوية ولا كأنه قاطع ما شاء الله 💪🔥🔥 
مونتاج يخبللللل❤❤❤❤❤❤
الله على أيامك ❤",Bahrain,YT,Socialite,P
ياحلو حجينا ولهجتنا البحرينيه الأصيلة,Bahrain,IG,Socialite,P
چذاب و نصاب بايه في نفس الوقت,Bahrain,X,Socialite,N
خل ينجبون بس,Bahrain,X,Socialite,N
خلاص محد يدري عنج,Bahrain,X,Socialite,N
ترى اللهجة غلط و ويش بعد خولجحلة دي بعد و إحنا عندنا أكثر من لهجة و لا عمري سمعت أحد منا قال عمبلوص يعني تعميم باطل بنحطمه بثلاث نقاط,Bahrain,YT,Socialite,N
يا مدير دي مو لهجتنا قلبتها معوق ترى,Bahrain,YT,Socialite,N
ياريت تتكلم عدل نفس كلام البحرينين الاصليين لأن احنا مانتكلم جذي ، هاذي كلام البياسر وشكرا,Bahrain,YT,Socialite,N
هههه تقول فمه مخلوع,Bahrain,YT,Socialite,N
أشيفك جنك ستراوي,Bahrain,YT,Socialite,N
ما قدرت اكمل المقطع من زفارة اللهجة لا تحاول تقلد لهجتنا مرة ثانية و تره اغلب البحرينيين ما يتكلم هي اللهجة هي لهجة أهل المحرق فقط و 60% من البحرينيين يتكلمون لهجات ثانية تمام يا ثقيل الدم,Bahrain,YT,Socialite,N
لاتتكلم مثلما لان ولاشي قريب للهجه الاصليه وجبت لي لوعه,Bahrain,YT,Socialite,N
اعرف مكانتك جدام البحرين,Bahrain,YT,Socialite,N
أبو تيم امك مرضعة الشارع بتاعكم والجيران ياشوية خنازير ياانجاس,Bahrain,FB,Socialite,N
"لوع الله جبدچ من حرمه تستاهل كف 😡 9:56 -10:00.
ام شعر الاصفر مزعجة وتعيد قصة اللبؤة والتمساح الف مرة 😢
رايي الشخصي في هالحلقة لا اكثر ❤❤",Bahrain,INS,Socialite,N
يا مرحب و مسهلا نورتي قطر كلها,Qaṭar,TikTok,Women social,P
اويليييي عليييجج,Qaṭar,TikTok,Women social,P
"من وين هالجمال العجيب الغريب ليش اصلك يلعن ابو شكلك ما احلاكي",Qaṭar,FB,Women social,N
رقاصة 😂,Qaṭar,FB,Women social,N
عسئ الله يحفظ القيادة الطيبة والغاليه علئ قلوبنا حكام قطر ، ووالدنا محمد الهاجري كل رجل شريف يحبه ووفاته فاجعة لنا ،نسئل الله الرؤف الرحيم ان يتغمده برحمته,Qaṭar,X,Political,P
"نعم الرجل القائد 🇶🇦🇶🇦❤️❤️❤️🇶🇦🇶🇦 حماتنا يوم النداء
وحمائم يوم السلام
جوارح يوم الفداء 🇶🇦",Qaṭar,X,Political,P
دام عزك ومجدك بالصحه والعافيه اللهم احفظ دوله قطر واميرها الشيخ تميم بن حمد ال ثاني امير البلاد المفداء وزيدها ازدهارا ورفعتا واستقرار,Qaṭar,X,Political,P
صح السانك يابو مشعل مبدع كالعاده وقفت ومثلت وكملت وجملت الله يحفظك كفيت و وفيت و صح السانك الجزل 🌷,Qaṭar,X,Political,P
جعل ربي يطول لنا في عمره 🤲 وليتهم يعتبرون نشوم عن اهل ردى وعتالينا وخلينا اهل ردى تبلش بالقاع 🇶🇦🇶🇦👍,Qaṭar,X,Political,P
"على البركة،خير مادبر.
الله يبني بيته الله يتمم لهم علي خير ويجمع ما بينهم وجعله مبارك وسعيد علي عمرة",Qaṭar,X,Political,P
ماشاء الله مليار مبروك ودامة أفراحكم بلخير والبركه ونتمنا للعريس ألسعاده مدئ الزمان أنتم نسل الطاهرين أصلح ألله ذريتكم وزيد الرجال من أمثالكم قدوه حسنه,Qaṭar,X,Political,P
"حفظ الله قطر واميرها وشعبها والمقيمين فيها واحبابها جميعا بخير وصحة وسلامة وعافية يارب العالمين⁦🤲🏻⁩
دامت دياركم عامرة بالافراح والسعادة يالكرام والطيبين والاجاويد 🤍",Qaṭar,X,Political,P
بخصوص قدمنا شكوى ازعاج الشاحنات والتريلات داخل حي سكني ،، الخريطيات ولازال الازعاج مستمر ٢٤ ساعه دون توقف,Qaṭar,X,Political,P
يا حكومه شوفي حل للنواميس والحشارات الي فجاه طلعت لنا بكثره والله تعبنا مب حاله ذي,Qaṭar,X,Political,N
و بكل وقاحة قاعدة أمريكية في قطر. هههههه,Qaṭar,FB,Political,N
اسال الله ان يقصر عمره,Qaṭar,X,Political,N
هذا بلا ابوك ياعقاب.,Qaṭar,X,Political,N
من سوا نفسه سبويس العبت في الدياي,Qaṭar,X,Political,N
ملف سلندر وصل مجلس الامن والشيطان في بوظبي مايقدر على شي . احلى طوفه لأحلى قوطي حلوى,Qaṭar,X,Political,N
البحرين يعني مثل الطفل اللي امه اجره من صوب وأبوه يجره من صوب,Qaṭar,X,Political,N
  اخبار تافهة يعني مجهزيين روبوت يطخ البشر بس لمعلوماتك ما يعرفون يحركوه لانا مخترع الذكاء الصطناعي الفيديو الحقيقي و انا لا تعرف مع مين انت تحكي,Qaṭar,FB,Political,N
"سياسه قذره اصحو يا مسلمين هذا كله مضيعه للوقت لتشتيت افكاركم عن الحق",Qaṭar,FB,Political,N
حنا نراجع وما نحصلهم عذرهم الاجتماعات او ايام عمل الحين يسوي رياضه رحنا فيها,Qaṭar,X,Socialite,P
"يعطيكم العافية على ماتبذلونه من جهد 
لكن التصرف الي حصل معاي في مركز الجراحة التخصصية تصرف ماعهدناه على مستشفيات الدولة الي تخدمنا كمواطنين احضر على الموعد بالوقت وانتظر الدكتور 30 دقيقة تقريباً وبعدها يتغير الموعد إلى ثلاث شهور قدام ،اقدم شكوى توصلني رسالة تم حل الشكوى !؟",Qaṭar,X,Socialite,P
بيض الله وجهكم انتم اهل الطيب والوفاء  ورحم الله ابوخالد وأسكنه فسيح جناته,Qaṭar,X,Socialite,P
"ماعليك زود .
وكل عام وانت بخير 🤍",Qaṭar,X,Socialite,P
"الله يبعد عني اي مرض وعندك اي مرض  اخوي الكبير نوح واتمنى لك الصحه والعافيه 
القطب له شروط ومن اهم الشروط مايكون بطل درجة ثانيه 
وبالنسبه للشيباني ونعم فيه 🤍",Qaṭar,X,Socialite,P
"للأسف كابتن الفريق 
الي المفروض يكون القدوه 
والافضل في الملعب وخارج الملعب 
لاكن شرهتنا على الادارة الي تشوف وتسكت 
لابد من اتخاذ اجراء",Qaṭar,X,Socialite,P
انا مابي اتكلم عن الشخص المعني لان اللي فيه مكفيه سواء من مستوى او راي الجماهير فيه لكن اذا بنتكلم عن احتراف وشارة القياده فللاسف ماوصلنا لهالمرحله شافو اقدم واحد وقالو كابتن والمفروض شخص له ثقله فالفريق ويوجه ويحمس ربعه واذا بنتكلم عن الاداره المفروض دورهم يكون برى الملعب,Qaṭar,X,Socialite,P
يا بومحمد تعادل بطعم الخسارة والفريق قدم مباراة سيئة اليوم وعلى الاعبين مراجعة نفسهم نبي منهم اداء مضاعف في المباريات الجاية للأسف اخوي بو إبراهيم ان كلامك صح لكن نحاول نرفع من المعنويات فقط لأغير,Qaṭar,X,Socialite,P
"نقد بناء من شخص محب للنادي بدون رياء ونفاق وتطبيل…
تحميل أطراف معينة فقط دون توزيع المسؤوليات لا يفيد الفريق ويزيد من الاتكالية…
ياليت يتعلمون بعض الجماهير منك ادبيات حب النادي والكيان بعيداً عن تمجيد الأفراد…
الله يكثر من أمثالك وفالكم التوفيق يالعرباوية…👍 
كلامك على العين من شخص راقي ومخلص مثلك .
 مع النادي أولًا وأخيرًا بدون تطبيل لأحد ولا تحميل لطرف واحد المسؤولية على الكل .
ويا اخوي بو حمود وجود ناس بوعيك وصدقك هو الي يرفع قيمة النقاش ويخدم الرياضة ",Qaṭar,X,Socialite,P
والله لوعو جبدونا هالدرجات ماخلو لنا موقف و بعضهم مثل ما انت شايف ينطر على الدراجة و ماسك جواله ينطر حد يطلب ، مفروض يكون عليهم تشديد !,Qaṭar,X,Socialite,N
كيتا بالذات كنهم داشين حلبة سباق,Qaṭar,X,Socialite,N
للأسف ما جنة في قطر الوافدين والآسيوين اكثر من القطرين للأسف  باقي يسوقون تكتك,Qaṭar,X,Socialite,N
كيتا تزاحم الطلبات في سواقتهم والسرعه همجيه واستعلاء فوق القانون لان مافي شي يردعهم.,Qaṭar,X,Socialite,N
حتى سواقتهم همج ..,Qaṭar,X,Socialite,N
جاهل ذي,Qaṭar,X,Socialite,N
مافي فايده تأذن في خرابه هم عشان يوفرون كهرب يبون عيالهم معاهم,Qaṭar,X,Socialite,N
انه من يوم سمعت نصور المعجزة يقول نِحن وانه داري ان خطامهم فبوظبي,Qaṭar,X,Socialite,N
حلوي البحرينيه والمتاي ماتقدر تشكل خيط وابره من غيرررر ريكي لان شحيفان القطوووو خسر وطاحت الفلوس بكبده الحين يبي يرجع صفعه بصفعه راعي متاي ههههههههه والله انهم كلهم بسات بس تجيب الاسد يزير لهم راح تختفي البساسه هههههه,Qaṭar,X,Socialite,N
منوره بلادج الامارات,Emirates,X,Women social,P
ماشاء الله لبسج جميل مريح للعين ومحتشم تحياتي,Emirates,X,Women social,P
نورتي ديرتج وبين أهلج,Emirates,X,Women social,P
وايد أحبها هالانسانة راقية و خلوقة,Emirates,X,Women social,P
ما شاء الله ربي يوفقج ويحقق طموحج👏👏👏,Emirates,IG,Women social,P
حافظ على بنت الإمارات ،🇦🇪💚🤍♥️,Emirates,IG,Women social,P
فخورين فيج مبدعتنا الله يوفقج,Emirates,IG,Women social,P
⁨“👏 انتي قدوة وفخر لنا، تعبج وجهدج اللي وصلج لهالمكان يعطينا دافع كبير نتمسّك بأحلامنا ونمشي على خطاج بكل إصرار.,Emirates,IG,Women social,P
كفو يابنت بلادي نعتز ببنات الامارات ❤️❤️,Emirates,IG,Women social,P
⁨تشرفنا بمعرفتج حبيبتي 💖 وكل التوفيق للجميع وان شاءالله كل سنة وكل حول نحتفل بإنجازات المرأة الإماراتية 🇦🇪♥️,Emirates,IG,Women social,P
ليش مافي مثل عقليتج أثنين وأكثر 🔥,Emirates,IG,Women social,P
ماشاءالله ياحبيبه قلبي تستاهلين وكلامج كله جبر خاطر وجرعه تفائل وقوه بالله ❤️ احنا اللي نحبج وممتنين لج ❤️,Emirates,IG,Women social,P
يا بعد عمري يا زينج ويازين كلامج الطيب ♥️ انتي تستاهلين كل خير حبيبتي والله يدوم المحبة 🌹,Emirates,IG,Women social,P
ربي يفتح على عقلج ونور بصيرتج ويشرح صدرج ويفقه قولج حبيبتي 💜,Emirates,IG,Women social,P
الله يوفقج انتي خير مثال للشباب الصاعد اتمنى لج كل التوفيق حبيبتي,Emirates,IG,Women social,P
شريفة ، اختي الغالية مشكوه وايد على كل الحماس الي تنشرينه في إمكان سعيد جداً كونك احد اعضاء أمكان المؤسسين,Emirates,IG,Women social,P
اكيد حلو لانج ذويقه وصريحه وهدفج منفعة الناس ربي يوفقج 💜,Emirates,IG,Women social,P
ما شاء الله عليج اختي وللأمام دايما والله افرح كل ما أشوفك ترقيتي وانفتحت لج أبواب اكثر . ❤️,Emirates,IG,Women social,P
منوره الغاليه اختي من نجاح الى نجاح فخوره فيج❤️,Emirates,IG,Women social,P
يا عمري فديت شوفتج اجمل من يكشخ من فكتوريا 🩷🩷,Emirates,IG,Women social,P
مبدع ومن إبداع إلى ابداع وبيض الله ويهج ونتظرج في اجمل قناي سماء دبي واللہ يوفقج,Emirates,IG,Women social,P
👏👏👏👏👏موفقه يالغلا متميزه,Emirates,IG,Women social,P
واذا مواطنة إماراتية...وفرحانين انها ذات محتوى سيئ المهم تنشروا ..,Emirates,IG,Women social,N
والله ما تستاهل اي تشجيع . الا راح، تكون دمار لعيالنا ومثال سيء,Emirates,IG,Women social,N
ماعندنا اسم شفا توني ادري انها اماراتيه ومحتواها يعلم الاطفال كل شي غير مناسب لهم والله سلوكهم استوا مب زين منها الله يهديها بس ويحفظهم اقرب مثال تعق الموبايل من الطابق الثاني وتجذب واخر شيء تعترف انه لعبه,Emirates,IG,Women social,N
وايد تشجع الاطفال ع طوله اللسان هي وربعها كل شي يقلدونهم اليهال محتوى هابط,Emirates,IG,Women social,N
لهجتها هي واهلها يمنيه ١٠٠٪؜ من وين لوين اماراتيه!!! والمحتوى لايناسب عادات وتقاليد الامارات ابدا ابدا ابدا…,Emirates,IG,Women social,N
تعيشيني بتوتر طول الفيديو خففي عجله,Emirates,IG,Women social,N
والله لان تطورت الافنديه فتحت التعليقات حتا يمدحونها وتكول للناس شوفوني المتابعين يكولون علي حلوه لو فاتحه التعليقات قبل جان الكل سبها,Emirates,YT,Women social,N
عشيقة ابستين 🇦🇪🤣,Emirates,IG,Women social,N
قحححححببببة إماراتية,Emirates,IG,Women social,N
بالله إذا هذه تمثل الحكومة الحماراتية، كيف تتوقعوا تكون اخلاق ولد ناقص الصهيوني ؟,Emirates,IG,Women social,N
تستعبدون الناس بالفلوس من أجل يشوف الشماته الذي تعملين😡اخرتكي في التراب,Emirates,FB,Women social,N
"نتنايك 
اريد اشوفك كولك",Emirates,FB,Women social,N
"زابكبيروطويل
احبك موت مجنون اني بيج حبيبتي",Emirates,FB,Women social,N
"احتشمي ان كنتي مسلمة  
هذا كذب  على شرط البوس مقدما",Emirates,FB,Women social,N
"اكشفي لسع 
النيك هل انتى موافقه هسيه",Emirates,FB,Women social,N
لساتك كرنج 🙂✨,Emirates,IG,Women social,N
ما كبرتي خلاص تفها شو هاذ بنت ال ق 💊,Emirates,IG,Women social,N
✨🙂 احا هذي كيف صارت احا,Emirates,IG,Women social,N
ترا احنا ندافع علي حبيبتنا الغاليه يا بزره تف تف تف تف تف تف عليك تف يععععع وسخه بزره🤣🤪,Emirates,IG,Women social,N
يعني تغيرت وصرت ديفا ترا للحين تنزلين فيديوهات مبزرة,Emirates,IG,Women social,N
هاذي شفا؟ 🙂كبرت ومزالها بهلولة,Emirates,IG,Women social,N
موب مواطنه أنا منعت عيالي يتابعونها اي محتوي واي خرابيط.,Emirates,IG,Women social,N
حنا وانتم واحد يا شعب الكويت وهذي ارضنا وفيها أهلنا والعكس صحيح الإمارات بلادكم وأهلكم عسى ربي يحفظ قيادتنا الرشيدة ويديم علينا نعمة الأمن والأمان,Emirates,X,Political,P
حي شوفك يابوخالد,Emirates,X,Political,P
أبوخالد عمل الواجب وهذا عشمنا في قيادتنا وتستاهل الكويت,Emirates,X,Political,P
حي ذا العين,Emirates,X,Political,P
الكويت فضلها علينا ماينسى ونحن شعب ماينسى افضال اخوانه شكرًا الكويت من قديم وجديد,Emirates,X,Political,P
جعل حالك جميل وجعل عمرك طويل ي قلب الوطن,Emirates,X,Political,P
يا حي بدار غلاها في الحنايا متربع من دار زايد لدار مشعل والصباح الكرام.. نسوق التراحيب والتهاني والوفا. عمار يا ديرة ريحتها بخور وعود وأهلها هم الذخر والذخيرة.,Emirates,IG,Political,P
😍 عساكم دوم في خير ونورتوا داركم ♥️,Emirates,IG,Political,P
غالي و سيّر على غالي,Emirates,X,Political,P
انت بديت كلامك وسميتهم بعيال زايد ❤️ .. واعتقد هالمسمى ابلغ تعبير يعبر عن الحب الاخلاص والوفاء . الله يديم علينا وعليكم المحبه تحت مظلة عيال زايد 💐😘😘😘,Emirates,IG,Political,P
استغفر الله الإمارات وأهلها وقلوبهم وبيوتهم مفتوحة للكل بدون إستثناء وانتو ناس طيبة وعزيزين النفس والكرامة والمحبة والله يوفقكم ويرزقكم الرزق الحلال الطيب,Emirates,IG,Political,P
الكويت تستاهل كل الحب وأهل عمان وافين واهل كرم وجود، الله يديم المحبة والألفة ويديم عليكم الأمن والأمان,Emirates,X,Political,P
عزنا وفخرنا الوالد القائد 🇦🇪❤️,Emirates,IG,Political,P
عشقي الامارتيييييين,Emirates,IG,Political,P
تلج رأس كل اماراتي يعل ربي يرزقك الصحه والعافيه وطول العمر يارب العالمين,Emirates,IG,Political,P
والله مولانا يستحق عن جدارة أستاذ الاساتذة والمعلم الفذ المتفرد عالاطلاق,Emirates,IG,Political,P
بارك الله في قادتنا و يستاهلون أهل دبي,Emirates,IG,Political,P
والنعم في الشيخ محمد بن راشد رجل مثابر شخص افكاره ليس لها حدود رجل طور دبي وعياله ناس خيرين طيبين دبي صارت مدينه عالميه بفضل الشيخ محمد بن راشد ال مكتوم من سنوات تقريبا ٢٠سنه شفت الشيخ محمد بن راشد في ميناء جميرا ورحت صوبه وسلمت علييه قلتله طال عمرك طويل العمر اتشرف بالسلام عليك وتكلمت معه اني عماني واعمل في طراد النوخذا سيف بن راشد الزفين وهو مامقصر معي ابدا كان رده حالي بكلام جميل رجل مثقف طيب القلب,Emirates,YT,Political,P
الله يخليك ياطويل العمر انت اللي بنيت فينا هالحب ونحن نعدك اب وطن وسند بختصار ((انت الامان دام لنا ))الله يحفظك وين ماتكون,Emirates,IG,Political,P
يارب بلادنا من أحب النعم لقلوبنا، يارب إجعلها في عنايتك ورحمتك وحفظك، رب إجعل هذا البلد آمنا مطمئنا وسائر بلاد المسلمين 🇦🇪 ❤️,Emirates,IG,Political,P
ونعم باهل الامارات وتجارها ونعم سمو امير دبي محمد بن راشد,Emirates,YT,Political,P
عاشت دولة الإمارات العربية المتحدة قيادة وحكومة وشعبا 🤲🇦🇪❤,Emirates,FB,Political,P
شوفوني ابي اسبب فرقه في التحالف السعودي الاماراتي هههههههههههههه .ياورع انقلع بس انت وجهك على الشبك . اللي يصدقك  مثلك هههههههههههههههههه,Emirates,X,Political,N
عطوه شوي من حقل دره ويجيك ركض سعودي مثل المطي,Emirates,X,Political,N
يارجل دبي كلها فقاعه انتهت من ازمة ٢٠٠٨,Emirates,YT,Political,N
لا سلم الله الإمارات 💔,Emirates,IG,Political,N
ابوظبي الهندوسية المتصهينه تخبط غير مسبوق,Emirates,IG,Political,N
قابوس خلي يعطي نفسه قبل لا يعطي غيره,Emirates,YT,Political,N
سير حرر بلادك من الايرانيين عقب تعال تكلم .. او عادي تطلع انت منهم اصلا متحوث,Emirates,IG,Political,N
بايع شرف الاماراتيين لترامب,Emirates,IG,Political,N
لعنة الله عليك وعلي عيال زايد إلي قيام الساعة المطبعين الانجاس العملاء الخونة,Emirates,IG,Political,N
لا بارك الله في حكومت الامارات الصهيونيه المتحدة,Emirates,IG,Political,N
محد درا عنكم ، كل الدول مشغوله في نفسها ، لا تعملوا مصايب و تحطوا اللوم على غيركم,Emirates,IG,Political,N
تخسى و تهبى، العراق تاج رأسك وحدك ، نطبع لو لا كيفنا مالكم علاقة كل واحد يهتم في شؤون دولته ، عمري ما سمعت العراق فادة فلسطين في شي حتى كرتونه ماء مابعثتو لهم. توكل يلا,Emirates,IG,Political,N
الي ما يطول العنب حامض عنه يقول ، انتو حتى مجلس التعاون الخليجي ما يشرفنا ندخلكم فيه .,Emirates,IG,Political,N
اهتم في شؤون دولتك افضل لك ، شو يخصك في الإمارات و الشعب . الله يكفينا شركم يا حساد,Emirates,IG,Political,N
لا تنابح وايد ب حساب وهمي و روح قاتل ف لبنان و فلسطين ترا اللوكيشن ف الارض مب ف المريخ 😂😂😂😂,Emirates,IG,Political,N
غيث إيش غيث الصهاينه يا ابن شخبوط ولخبوط,Emirates,IG,Political,N
تو هذا وقتو ؟ تفيه عليك و علي كيفك حسبي الله ونعم الوكيل 🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪,Emirates,IG,Political,N
بلادنا و حكامنا و اهلنا و مغنينا و كيفنا ياخي شدخلك والله عديمين كرامه طلعتوا في كل بوست حاشرين خشمكم,Emirates,IG,Political,N
ياخذج ان شاء الله والله انكم مغثه و عديمين كرامه الريال منزل عن حاكمه و شيخه مب عايبنج زوووولي عساج م رجعتي بس م عيبج و لا شي في البوست و كاتبه كومنت ليش ؟؟,Emirates,IG,Political,N
شيخ زايد في قبره حزين علي احفاده بئس الحكام,Emirates,IG,Political,N
وينك يا صدام تعال شوف شعبك شلون يتطاول على اسياده ، عسى لعنه راجعه عليك . لا تنسى لحم كتاف العراق من خير الكويت,Emirates,IG,Political,N
لاسلم الله الامارات حكومه وشعبا,Emirates,IG,Political,N
لا خلا ولا عدم منكم,Emirates,X,Socialite,P
تشريف بين اهلك وناسك ... حياك الله من سرت لين ييت 🇰🇼🤍🇦🇪,Emirates,IG,Socialite,P
"الله يطول بعمرك ويا مرحبابك وسهلا .. كل بيت اماراتي بيتك وكل ميلس لك فيه ميلس ..

ويا مرحبا السااااع فيك وفي كل اهل الكويت 🇦🇪🇦🇪🇦🇪❤️🇰🇼🇰🇼🇰🇼",Emirates,IG,Socialite,P
